label,h0_x0,h0_y0,h0_x1,h0_y1,h0_x2,h0_y2,h0_x3,h0_y3,h0_x4,h0_y4,h0_x5,h0_y5,h0_x6,h0_y6,h0_x7,h0_y7,h0_x8,h0_y8,h0_x9,h0_y9,h0_x10,h0_y10,h0_x11,h0_y11,h0_x12,h0_y12,h0_x13,h0_y13,h0_x14,h0_y14,h0_x15,h0_y15,h0_x16,h0_y16,h0_x17,h0_y17,h0_x18,h0_y18,h0_x19,h0_y19,h0_x20,h0_y20,h1_x0,h1_y0,h1_x1,h1_y1,h1_x2,h1_y2,h1_x3,h1_y3,h1_x4,h1_y4,h1_x5,h1_y5,h1_x6,h1_y6,h1_x7,h1_y7,h1_x8,h1_y8,h1_x9,h1_y9,h1_x10,h1_y10,h1_x11,h1_y11,h1_x12,h1_y12,h1_x13,h1_y13,h1_x14,h1_y14,h1_x15,h1_y15,h1_x16,h1_y16,h1_x17,h1_y17,h1_x18,h1_y18,h1_x19,h1_y19,h1_x20,h1_y20
hello,0.08270137012004852,0.8955149054527283,0.1297467052936554,0.8346429467201233,0.16009148955345154,0.7678151726722717,0.17281922698020935,0.7146857380867004,0.1701294332742691,0.6790550351142883,0.12693849205970764,0.7449596524238586,0.12322904169559479,0.6823056936264038,0.11813822388648987,0.6417515873908997,0.11351913213729858,0.609222412109375,0.09160351753234863,0.7500842809677124,0.08815228939056396,0.6871949434280396,0.08327845484018326,0.6445751190185547,0.07974950969219208,0.6098603010177612,0.05785055831074715,0.7628323435783386,0.05430162325501442,0.7027783989906311,0.05109400674700737,0.6633384227752686,0.05029604583978653,0.6329724788665771,0.026173852384090424,0.783415675163269,0.022305019199848175,0.7333954572677612,0.021275468170642853,0.7009673714637756,0.021876253187656403,0.6753732562065125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.08248758316040039,0.8801609873771667,0.12876620888710022,0.8310137987136841,0.15829208493232727,0.7661626935005188,0.1729123741388321,0.7142983675003052,0.17257216572761536,0.6769437193870544,0.12644869089126587,0.7400714159011841,0.12367483973503113,0.6736311316490173,0.1210823729634285,0.6322785019874573,0.11908986419439316,0.5993665456771851,0.0917588323354721,0.7453330159187317,0.08871821314096451,0.6784669160842896,0.08574634790420532,0.6339385509490967,0.08392061293125153,0.5983278751373291,0.05809163302183151,0.7583166360855103,0.0547490157186985,0.6961649060249329,0.05201486498117447,0.6563204526901245,0.05141257494688034,0.626843273639679,0.026613041758537292,0.7775263786315918,0.02219846099615097,0.7263734936714172,0.0206061452627182,0.6950993537902832,0.019885987043380737,0.6714556217193604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.2730240821838379,0.688420832157135,0.3216349482536316,0.6698785424232483,0.3594435751438141,0.6269475817680359,0.388638436794281,0.5930891036987305,0.40573784708976746,0.5621906518936157,0.3148046135902405,0.526984691619873,0.31969010829925537,0.46543750166893005,0.32387465238571167,0.4279933571815491,0.326975017786026,0.4043782353401184,0.27581629157066345,0.5210564136505127,0.278340220451355,0.4542069137096405,0.2855958640575409,0.4225512742996216,0.2924480438232422,0.40396207571029663,0.23999091982841492,0.527898371219635,0.23761984705924988,0.4645753800868988,0.24600115418434143,0.4366289973258972,0.2550443410873413,0.4222485423088074,0.2063848078250885,0.5453678369522095,0.19952592253684998,0.4950486421585083,0.20284104347229004,0.4686953127384186,0.21008500456809998,0.4547575116157532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.2606789171695709,0.6965782642364502,0.3120168149471283,0.6771594285964966,0.3490293622016907,0.6280079483985901,0.3642643094062805,0.5772899985313416,0.36356568336486816,0.5349289774894714,0.31317847967147827,0.5316298604011536,0.316032737493515,0.46327313780784607,0.3195032477378845,0.4346182644367218,0.3227303922176361,0.42419344186782837,0.27511730790138245,0.5236060619354248,0.27508068084716797,0.4498610496520996,0.2810313105583191,0.4311180114746094,0.28608304262161255,0.4292433261871338,0.23713059723377228,0.5281801819801331,0.23580019176006317,0.45909640192985535,0.2431720644235611,0.44595158100128174,0.24934837222099304,0.4488848149776459,0.20100383460521698,0.5424352288246155,0.19933269917964935,0.4849705696105957,0.2052428126335144,0.4721502661705017,0.21051618456840515,0.47562313079833984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.3650120198726654,0.7235039472579956,0.44335341453552246,0.6914680600166321,0.5053824782371521,0.6356340646743774,0.5221750140190125,0.5813913345336914,0.5245906710624695,0.548378050327301,0.46272575855255127,0.5089535117149353,0.48961544036865234,0.43546611070632935,0.5038606524467468,0.4380127787590027,0.5121254920959473,0.4552067220211029,0.4158855378627777,0.4886992275714874,0.4368008077144623,0.4063981771469116,0.4488146901130676,0.4131435453891754,0.4551790952682495,0.4348607659339905,0.36815544962882996,0.48588576912879944,0.3830680847167969,0.4001196026802063,0.39448627829551697,0.399846613407135,0.4051150679588318,0.41264569759368896,0.3185062110424042,0.49851739406585693,0.31419846415519714,0.42492473125457764,0.3221791386604309,0.41112715005874634,0.3309442400932312,0.4108390212059021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.3648883104324341,0.7151556611061096,0.4322880506515503,0.6858250498771667,0.4919120669364929,0.6366729736328125,0.5169457793235779,0.5896425247192383,0.5198444724082947,0.5520490407943726,0.44633346796035767,0.5167374014854431,0.4725135564804077,0.4474554657936096,0.4895187020301819,0.43159401416778564,0.5001567006111145,0.42906928062438965,0.40486380457878113,0.5008891820907593,0.42521780729293823,0.42170780897140503,0.4370078444480896,0.39829587936401367,0.4443959593772888,0.3910849392414093,0.36242443323135376,0.4991513788700104,0.3745822310447693,0.420879602432251,0.3839343190193176,0.3908863663673401,0.391730397939682,0.37634819746017456,0.3185949921607971,0.5112082958221436,0.316610723733902,0.442121684551239,0.32072097063064575,0.4096439778804779,0.3251034915447235,0.39064961671829224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.44877737760543823,0.7377549409866333,0.5020758509635925,0.7026720643043518,0.5387351512908936,0.640428900718689,0.5576050281524658,0.5978494882583618,0.5638951659202576,0.5679516196250916,0.49456965923309326,0.5196388363838196,0.5035391449928284,0.44590267539024353,0.5119484663009644,0.4091917872428894,0.5184215307235718,0.38555991649627686,0.4581987261772156,0.5080355405807495,0.46787941455841064,0.43205398321151733,0.4793812930583954,0.3970005214214325,0.4881598949432373,0.37483423948287964,0.42116305232048035,0.5084285736083984,0.4281054735183716,0.43202781677246094,0.4407951831817627,0.3936501741409302,0.450728178024292,0.36777329444885254,0.3841691315174103,0.524311900138855,0.3857155740261078,0.4541439712047577,0.3943881094455719,0.4217519462108612,0.4043892025947571,0.4005163908004761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.4562583565711975,0.7310904860496521,0.5117573738098145,0.6996735334396362,0.5497313737869263,0.6390824913978577,0.5711925029754639,0.5972768068313599,0.5738984942436218,0.5776785016059875,0.5075878500938416,0.5236253142356873,0.5155234336853027,0.4529183506965637,0.5195963382720947,0.4164285659790039,0.5209459662437439,0.3911178708076477,0.47135794162750244,0.5122393369674683,0.4778345227241516,0.43568432331085205,0.4845794141292572,0.400621235370636,0.48770833015441895,0.377875953912735,0.4352529048919678,0.5131561160087585,0.43809306621551514,0.4375046193599701,0.4462572932243347,0.4018877446651459,0.45191192626953125,0.3775526285171509,0.3986790180206299,0.5268709659576416,0.3982160687446594,0.4591536521911621,0.4021204710006714,0.42586082220077515,0.40683168172836304,0.4031826853752136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.47470608353614807,0.741634726524353,0.5309062600135803,0.7237670421600342,0.5717958211898804,0.6765894889831543,0.6005198359489441,0.6354777812957764,0.6233661770820618,0.6054489612579346,0.5449691414833069,0.5474997758865356,0.5594789385795593,0.4726048707962036,0.5628395080566406,0.430843710899353,0.5620855093002319,0.3971373438835144,0.5111775994300842,0.5304678678512573,0.5217758417129517,0.4521563649177551,0.5264394283294678,0.4103018641471863,0.528359055519104,0.37888455390930176,0.4762386381626129,0.5275291800498962,0.48161381483078003,0.45372122526168823,0.48714137077331543,0.4141382575035095,0.4909678101539612,0.3821760416030884,0.44028615951538086,0.5392593145370483,0.4405573606491089,0.47826048731803894,0.4426836371421814,0.44658130407333374,0.44620850682258606,0.4199911952018738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.4771530330181122,0.7431837320327759,0.5329267978668213,0.7231308221817017,0.5733250379562378,0.6713070273399353,0.6023654937744141,0.6317970752716064,0.6271006464958191,0.6055439710617065,0.546051025390625,0.5497468113899231,0.5610958933830261,0.4770471453666687,0.5649173259735107,0.43386781215667725,0.5653281211853027,0.3996865153312683,0.5146443843841553,0.5329252481460571,0.5263262391090393,0.45408695936203003,0.5313862562179565,0.4103441834449768,0.5334662199020386,0.3790169060230255,0.4824605882167816,0.5292669534683228,0.48966115713119507,0.4543168842792511,0.49514660239219666,0.4140510559082031,0.4985489845275879,0.38326069712638855,0.4492747485637665,0.5394333600997925,0.4513270854949951,0.47853884100914,0.453651487827301,0.44545671343803406,0.45675942301750183,0.4189985990524292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.49182072281837463,0.7612298727035522,0.5526524782180786,0.7420411705970764,0.5934199094772339,0.692923903465271,0.6215371489524841,0.6555039286613464,0.6440483331680298,0.6281687617301941,0.5710204839706421,0.5734677910804749,0.5873652696609497,0.5048834681510925,0.594740629196167,0.4638209939002991,0.5985415577888489,0.42872941493988037,0.54791259765625,0.5559465289115906,0.565635621547699,0.47872820496559143,0.5763907432556152,0.43509942293167114,0.5831618309020996,0.401316374540329,0.5214353799819946,0.5495187640190125,0.5349718928337097,0.4757263958454132,0.5470718145370483,0.43413662910461426,0.5564783215522766,0.3984251022338867,0.4901808500289917,0.5558872222900391,0.4974953532218933,0.49218684434890747,0.5043774843215942,0.4569278061389923,0.5108515620231628,0.42682045698165894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.48991698026657104,0.7630802392959595,0.5516802072525024,0.7462744116783142,0.5959253907203674,0.6930559873580933,0.6259072422981262,0.6536152362823486,0.6498624086380005,0.6290093660354614,0.5698168277740479,0.5735170841217041,0.5878453850746155,0.5049155950546265,0.5940861701965332,0.46290701627731323,0.5970123410224915,0.42854589223861694,0.5461651682853699,0.5561953783035278,0.564663827419281,0.4790358245372772,0.5733912587165833,0.4336261749267578,0.5785975456237793,0.39813870191574097,0.5196534395217896,0.5494569540023804,0.5342531800270081,0.4752624034881592,0.5448963046073914,0.43340176343917847,0.552727222442627,0.399107426404953,0.487582802772522,0.5547648668289185,0.49597257375717163,0.4927200675010681,0.5022134780883789,0.456725150346756,0.5087279677391052,0.4258204400539398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.49735718965530396,0.7745419144630432,0.5573722720146179,0.7640202045440674,0.6013025045394897,0.7115458846092224,0.6320787072181702,0.6717758178710938,0.6558659076690674,0.6443246603012085,0.57792067527771,0.5881378054618835,0.5973323583602905,0.5156640410423279,0.6048424243927002,0.4716856777667999,0.6080464720726013,0.4355705976486206,0.5562748312950134,0.5696281790733337,0.5762681365013123,0.48875120282173157,0.585324764251709,0.443347692489624,0.5900803208351135,0.4087704122066498,0.5315552949905396,0.5617926716804504,0.5487064719200134,0.48393088579177856,0.5586932897567749,0.44149625301361084,0.5654817223548889,0.4073222875595093,0.5015493631362915,0.5651798844337463,0.5116639733314514,0.49975454807281494,0.5181382894515991,0.46392208337783813,0.5243663191795349,0.4331277012825012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
